URLSimilarityIndex,HasSocialNet,NoOfJS,NoOfImage,HasDescription,IsHTTPS,label
100.0,1,0,15,1,1,1
100.0,1,34,141,1,1,1
100.0,0,1,11,1,1,1
100.0,0,8,7,0,1,1
100.0,1,18,31,1,1,1
100.0,0,10,11,1,1,1
100.0,1,7,44,0,1,1
100.0,1,47,39,1,1,1
100.0,1,7,12,1,1,1
100.0,1,23,92,1,1,1
100.0,1,37,80,1,1,1
100.0,0,13,35,0,1,1
100.0,1,17,10,1,1,1
100.0,1,21,13,1,1,1
100.0,1,9,18,1,1,1
100.0,1,73,38,1,1,1
100.0,1,20,42,1,1,1
100.0,0,1,29,1,1,1
100.0,0,4,41,1,1,1
100.0,0,38,42,0,1,1
100.0,1,15,68,1,1,1
100.0,0,10,20,1,1,1
100.0,1,19,295,1,1,1
100.0,1,22,15,1,1,1
100.0,1,9,10,1,1,1
100.0,1,6,41,0,1,1
100.0,1,16,83,0,1,1
100.0,1,15,39,1,1,1
100.0,1,14,31,1,1,1
100.0,1,35,26,1,1,1
100.0,1,16,54,1,1,1
100.0,1,42,43,0,1,1
100.0,1,24,27,1,1,1
100.0,1,42,10,0,1,1
100.0,1,2,18,1,1,1
100.0,1,18,53,1,1,1
100.0,1,25,36,1,1,1
100.0,0,3,25,1,1,1
100.0,1,25,17,0,1,1
100.0,1,14,127,0,1,1
100.0,1,21,31,1,1,1
100.0,1,11,21,1,1,1
100.0,0,6,11,0,1,1
100.0,1,15,79,1,1,1
100.0,1,17,97,1,1,1
100.0,1,23,94,1,1,1
100.0,1,16,55,1,1,1
100.0,0,10,16,0,1,1
100.0,1,27,20,0,1,1
100.0,1,24,72,1,1,1
100.0,1,16,170,1,1,1
100.0,1,22,29,1,1,1
100.0,1,14,25,1,1,1
100.0,1,30,12,0,1,1
100.0,1,45,12,0,1,1
100.0,1,5,44,0,1,1
100.0,1,32,148,1,1,1
100.0,1,6,79,1,1,1
100.0,1,15,78,1,1,1
100.0,1,14,21,1,1,1
100.0,1,19,41,1,1,1
100.0,0,8,3,0,1,1
100.0,1,6,50,1,1,1
100.0,1,7,22,1,1,1
100.0,1,29,50,1,1,1
100.0,1,7,38,0,1,1
100.0,1,23,235,1,1,1
100.0,0,34,37,1,1,1
100.0,1,2,10,1,1,1
100.0,1,11,55,1,1,1
100.0,1,9,8,0,1,1
100.0,1,9,22,1,1,1
100.0,0,7,6,0,1,1
100.0,1,2,243,1,1,1
100.0,0,6,31,1,1,1
100.0,1,12,77,1,1,1
100.0,1,34,81,1,1,1
100.0,1,4,28,0,1,1
100.0,1,32,33,1,1,1
100.0,1,9,31,1,1,1
100.0,1,28,0,1,1,1
100.0,0,14,12,1,1,1
100.0,1,23,32,0,1,1
100.0,1,4,34,0,1,1
100.0,1,16,14,1,1,1
100.0,0,106,28,1,1,1
100.0,0,15,8,1,1,1
100.0,1,8,187,1,1,1
100.0,1,8,12,0,1,1
100.0,1,20,36,1,1,1
100.0,1,22,188,1,1,1
100.0,1,20,24,1,1,1
100.0,1,39,52,1,1,1
100.0,1,20,85,1,1,1
100.0,1,21,14,1,1,1
100.0,1,15,102,1,1,1
100.0,1,18,23,1,1,1
100.0,1,33,26,0,1,1
100.0,1,8,20,1,1,1
100.0,1,3,5,1,1,1
100.0,0,14,0,1,1,1
100.0,1,24,67,1,1,1
100.0,1,18,17,1,1,1
100.0,1,0,3,1,1,1
100.0,1,3,8,1,1,1
100.0,0,10,2,1,1,1
100.0,1,11,40,1,1,1
100.0,1,18,23,1,1,1
100.0,1,2,129,0,1,1
100.0,1,48,20,1,1,1
100.0,1,26,246,1,1,1
100.0,1,13,17,1,1,1
100.0,1,22,297,1,1,1
100.0,0,190,46,1,1,1
100.0,0,5,31,1,1,1
100.0,0,10,6,1,1,1
100.0,1,11,259,1,1,1
100.0,1,19,30,1,1,1
100.0,1,8,13,0,1,1
100.0,1,42,68,1,1,1
100.0,1,30,36,1,1,1
100.0,1,56,63,1,1,1
100.0,1,0,27,1,1,1
100.0,0,9,34,0,1,1
100.0,1,22,117,1,1,1
100.0,0,17,2,1,1,1
100.0,1,35,9,1,1,1
100.0,1,15,11,1,1,1
100.0,1,24,50,0,1,1
100.0,1,12,57,1,1,1
100.0,1,18,17,0,1,1
100.0,1,12,66,1,1,1
100.0,1,12,11,1,1,1
100.0,1,19,23,0,1,1
100.0,1,16,28,0,1,1
100.0,1,15,77,1,1,1
100.0,0,1,1,0,1,1
100.0,0,10,44,1,1,1
100.0,1,10,20,1,1,1
100.0,1,28,67,0,1,1
100.0,1,12,18,1,1,1
100.0,0,4,4,1,1,1
100.0,1,21,16,1,1,1
100.0,0,6,18,0,1,1
100.0,1,17,48,0,1,1
100.0,1,14,18,0,1,1
100.0,0,10,43,0,1,1
100.0,1,24,24,1,1,1
100.0,0,15,13,1,1,1
100.0,1,4,16,1,1,1
100.0,1,19,124,1,1,1
100.0,1,9,48,0,1,1
100.0,1,12,21,0,1,1
100.0,1,24,14,1,1,1
100.0,1,15,61,1,1,1
100.0,0,1,3,1,1,1
100.0,1,44,46,1,1,1
100.0,0,2,0,1,1,1
100.0,1,10,19,1,1,1
100.0,1,4,142,0,1,1
100.0,0,1,5,0,1,1
100.0,1,11,30,1,1,1
100.0,0,17,41,1,1,1
100.0,1,6,46,1,1,1
100.0,1,22,96,1,1,1
100.0,1,25,25,1,1,1
100.0,1,89,77,1,1,1
100.0,1,14,31,1,1,1
100.0,1,21,8,0,1,1
100.0,1,21,30,1,1,1
100.0,1,33,33,0,1,1
100.0,1,17,29,1,1,1
100.0,1,15,137,1,1,1
100.0,0,6,2,0,1,1
100.0,1,9,108,0,1,1
100.0,1,10,13,1,1,1
100.0,0,16,137,1,1,1
100.0,0,5,8,1,1,1
100.0,1,20,34,0,1,1
100.0,1,6,1,1,1,1
100.0,1,23,19,1,1,1
100.0,1,5,37,1,1,1
100.0,1,8,4,1,1,1
100.0,0,11,12,1,1,1
100.0,1,19,44,1,1,1
100.0,0,5,13,0,1,1
100.0,1,25,25,1,1,1
100.0,1,19,262,1,1,1
100.0,1,6,68,1,1,1
100.0,1,23,20,1,1,1
100.0,1,3,57,1,1,1
100.0,1,11,28,1,1,1
100.0,1,11,18,0,1,1
100.0,1,21,51,1,1,1
100.0,1,5,49,1,1,1
100.0,0,4,17,0,1,1
100.0,1,17,100,1,1,1
100.0,1,16,15,1,1,1
100.0,1,8,357,1,1,1
100.0,1,7,6,1,1,1
100.0,0,30,3,0,1,1
100.0,1,21,18,1,1,1
100.0,1,10,8,1,1,1
100.0,1,21,24,1,1,1
100.0,0,13,22,1,1,1
100.0,1,10,30,0,1,1
100.0,1,13,9,1,1,1
100.0,1,26,121,1,1,1
100.0,1,15,13,1,1,1
100.0,1,9,34,1,1,1
100.0,1,15,10,1,1,1
100.0,1,0,21,1,1,1
100.0,1,18,72,1,1,1
100.0,1,14,13,1,1,1
100.0,1,9,38,1,1,1
100.0,1,16,19,0,1,1
100.0,1,2,11,0,1,1
100.0,0,7,81,1,1,1
100.0,1,16,43,1,1,1
100.0,1,14,38,1,1,1
100.0,1,14,37,1,1,1
100.0,1,41,21,0,1,1
100.0,1,102,21,1,1,1
100.0,0,4,7,0,1,1
100.0,1,20,82,1,1,1
100.0,1,10,45,1,1,1
100.0,1,5,10,1,1,1
100.0,1,10,55,1,1,1
100.0,0,11,1,1,1,1
100.0,1,12,95,0,1,1
100.0,1,28,132,1,1,1
100.0,1,1,21,1,1,1
100.0,0,7,1,0,1,1
100.0,1,81,23,1,1,1
100.0,1,41,47,0,1,1
100.0,1,63,27,0,1,1
100.0,1,21,124,1,1,1
100.0,1,20,30,1,1,1
100.0,1,41,45,1,1,1
100.0,1,8,4,1,1,1
100.0,1,4,15,1,1,1
100.0,1,25,25,1,1,1
100.0,1,19,165,1,1,1
100.0,1,31,10,1,1,1
100.0,1,25,50,0,1,1
100.0,1,26,60,1,1,1
100.0,1,11,118,0,1,1
100.0,1,9,71,1,1,1
100.0,0,16,41,1,1,1
100.0,1,21,21,1,1,1
100.0,1,9,141,1,1,1
100.0,1,2,9,1,1,1
100.0,1,22,38,1,1,1
100.0,1,5,22,1,1,1
100.0,0,17,47,0,1,1
100.0,1,8,21,1,1,1
100.0,0,3,5,1,1,1
100.0,0,2,11,1,1,1
100.0,1,17,37,0,1,1
100.0,1,15,24,1,1,1
100.0,0,9,66,1,1,1
100.0,0,8,15,1,1,1
100.0,0,7,3,1,1,1
100.0,1,11,82,1,1,1
100.0,1,9,242,1,1,1
100.0,1,18,131,1,1,1
25.70888469,0,2,4,0,0,0
30.43478261,0,0,2,0,0,0
30.66666667,0,0,0,0,0,0
30.93783687,0,0,0,0,1,0
32.46537396,0,0,0,0,0,0
32.62666188,0,0,0,0,0,0
34.25378041,0,0,0,0,0,0
34.25378041,0,0,0,0,0,0
35.39346029,0,0,14,0,0,0
35.41272842,0,1,0,0,1,0
35.64498742,0,0,0,0,1,0
35.72778828,0,0,0,0,0,0
35.82230624,0,0,0,0,0,0
35.82464966,0,0,14,0,0,0
36.07617679,0,0,0,0,0,0
36.23188406,0,0,0,0,1,0
37.00831025,0,0,0,0,0,0
37.22601509,0,0,0,0,1,0
37.45152355,0,0,0,0,0,0
37.54166667,0,0,0,0,0,0
37.83933518,0,0,0,0,0,0
37.93032364,0,1,0,0,0,0
38.3933518,0,0,0,0,0,0
39.27416457,0,0,0,0,1,0
39.82356648,0,0,0,0,1,0
40.0952381,0,0,0,0,0,0
40.1365433,0,0,14,0,0,0
40.28027309,0,0,0,0,0,0
40.76190476,0,0,0,0,0,0
40.76190476,0,0,0,0,0,0
40.78332734,0,0,14,0,0,0
41.12554113,0,0,0,0,1,0
41.82825485,0,0,0,0,0,0
41.86111111,0,0,0,0,1,0
41.86111111,0,0,0,0,0,0
42.33333333,0,2,6,0,1,0
42.43856333,0,0,0,0,1,0
42.47215235,0,0,0,0,1,0
42.62759924,0,0,14,0,0,0
42.65927978,0,0,0,0,0,0
42.85714286,0,0,0,0,1,0
42.93628809,0,0,0,0,0,0
43.16320101,0,1,1,0,1,0
43.38888889,0,2,3,0,0,0
43.92857143,0,0,0,0,0,0
44.05318002,0,0,0,0,1,0
44.09400124,0,0,0,0,1,0
44.4047619,0,0,0,0,0,0
44.44843694,0,0,0,0,0,0
44.48436939,0,0,14,0,0,0
44.5494644,0,0,0,0,1,0
44.55623428,0,0,0,0,1,0
44.62809917,0,0,0,0,1,0
44.73589651,0,0,0,0,0,0
44.73589651,0,0,0,0,0,0
44.73850032,0,0,0,0,1,0
44.84369386,0,0,0,0,1,0
44.84369386,0,0,0,0,1,0
44.8796263,0,1,0,0,1,0
44.8796263,0,0,14,0,0,0
44.98742364,0,0,14,0,0,0
45.21428571,0,0,0,0,0,0
45.34674811,0,2,3,0,1,0
45.463138,0,0,0,0,0,0
45.69047619,0,0,4,0,0,0
45.70607258,0,0,0,0,0,0
46.01113173,0,2,0,0,1,0
46.29973201,0,0,0,0,1,0
46.43982357,0,0,15,1,1,0
46.54710369,0,0,0,0,1,0
46.5883323,0,0,0,0,1,0
46.67078953,0,0,0,0,1,0
46.67624865,0,0,0,0,1,0
46.78638941,0,0,0,0,1,0
46.83333333,0,0,0,0,0,0
46.83570398,0,0,0,0,0,0
46.86980609,0,0,0,0,0,0
46.87693259,0,0,0,0,1,0
46.92857143,0,0,0,0,0,0
46.95938982,0,0,0,0,1,0
47.19596723,0,0,14,0,0,0
47.20221607,0,0,0,0,0,0
47.2511678,0,0,0,0,1,0
47.41650914,0,0,0,0,1,0
47.54253308,0,0,0,0,0,0
47.5900277,0,0,0,0,0,0
47.60615385,0,1,0,0,0,0
47.86641929,0,1,1,0,1,0
48.07813485,0,0,0,0,1,0
48.36565097,0,0,0,0,1,0
48.61660079,0,1,0,0,1,0
48.855906,0,0,0,0,1,0
48.93999281,0,0,0,0,1,0
48.97592526,0,0,0,0,1,0
48.99180844,0,0,0,0,1,0
49.55084441,0,2,3,0,1,0
49.61648039,0,0,0,0,0,0
49.61904762,0,0,0,0,0,0
49.63924964,0,0,0,0,1,0
49.6945742,0,1,3,0,1,0
49.71428571,0,0,0,0,0,0
49.75069252,0,0,0,0,0,0
49.80237154,0,1,0,0,0,0
49.90548204,0,0,0,0,0,0
50.0,0,0,0,0,0,0
50.23356091,0,0,0,0,1,0
50.28571429,0,0,0,0,0,0
50.42857143,0,0,0,0,0,0
50.47619048,0,0,0,0,0,0
50.52380952,0,0,0,0,0,0
50.55695293,0,1,0,0,1,0
50.59288538,0,0,0,0,1,0
50.80952381,0,0,0,0,0,0
50.94217024,0,0,0,0,1,0
50.97917955,0,2,0,0,1,0
51.02040816,0,0,0,0,1,0
51.02040816,0,0,0,0,1,0
51.02040816,0,9,19,0,1,0
51.18532261,0,0,0,0,1,0
51.22655123,0,0,0,0,1,0
51.41776938,0,0,0,0,1,0
51.57529931,0,1,0,0,1,0
51.59760874,0,4,1,0,1,0
51.63434903,0,2,0,0,0,0
51.89035917,0,2,0,0,1,0
51.92743764,0,0,0,0,1,0
52.0478891,0,0,0,0,1,0
52.23692502,0,0,0,0,0,0
52.24376731,0,0,0,0,0,0
52.63157895,0,0,0,0,0,0
52.74238227,0,0,1,0,0,0
52.81944444,0,0,0,0,0,0
52.87569573,0,0,0,0,1,0
53.14408911,0,0,14,0,0,0
53.14408911,0,0,14,0,0,0
53.14408911,0,0,14,0,0,0
53.40720222,0,0,0,0,0,0
53.46260388,0,0,0,0,0,0
53.53934603,0,0,14,0,0,0
53.53934603,0,0,14,0,0,0
53.53934603,0,0,14,0,0,0
53.68055556,0,0,0,0,0,0
53.68307582,0,0,0,0,1,0
53.93460295,0,0,0,0,1,0
54.06944444,0,0,0,0,0,0
54.07142857,0,0,0,0,0,0
54.15378273,0,0,0,0,1,0
54.23822715,0,0,0,0,0,0
54.30952381,0,1,0,0,0,0
54.43055556,0,0,1,0,0,0
54.4598338,0,0,0,0,0,0
54.54761905,0,0,0,0,0,0
54.68144044,0,0,0,0,0,0
54.73809524,0,0,0,0,0,0
54.83333333,0,0,0,0,0,0
54.97664391,0,1,1,0,1,0
55.02380952,0,0,0,0,0,0
55.07142857,0,0,0,0,0,0
55.35714286,0,0,0,0,0,0
55.45238095,0,0,0,0,0,0
55.47969817,0,1,1,0,1,0
55.5,0,2,0,0,0,0
55.91088753,0,0,0,0,1,0
56.17517328,0,2,0,0,1,0
56.19459905,0,9,19,0,1,0
56.44197073,0,0,0,0,0,0
56.45429363,0,0,0,0,0,0
56.64285714,0,0,0,0,0,0
56.83333333,0,0,0,0,0,0
56.88095238,0,0,0,0,0,0
56.88095238,0,0,0,0,0,0
56.89548547,0,1,1,0,1,0
56.89981096,0,0,0,0,0,0
57.2299169,0,3,2,0,0,0
57.2299169,0,0,0,0,1,0
57.30777159,0,0,0,0,0,0
57.31225296,0,0,14,0,0,0
57.31225296,0,0,14,0,0,0
57.31225296,0,0,14,0,0,0
57.31225296,0,0,14,0,0,0
57.31225296,0,0,14,0,0,0
57.31225296,0,0,14,0,0,0
57.43145743,0,0,0,0,0,0
57.67882911,0,0,0,0,0,0
58.17463169,0,0,14,0,0,0
58.33795014,0,0,0,0,0,0
58.39022637,0,0,14,0,0,0
58.42615882,0,0,14,0,0,0
58.53395616,0,0,0,0,0,0
59.16824197,0,1,0,0,0,0
59.23809524,0,0,0,0,0,0
59.27977839,0,0,0,0,0,0
59.28571429,0,0,0,0,0,0
59.28853755,0,0,0,1,1,0
59.45179584,0,0,0,0,0,0
59.45179584,0,0,0,0,0,0
59.71428571,0,0,0,0,0,0
59.72299169,0,0,0,0,0,0
59.79836169,0,0,14,0,0,0
60.0,0,2,0,0,0,0
60.21438879,0,0,1,0,1,0
60.28571429,0,0,2,0,0,0
60.28571429,0,2,0,0,0,0
60.42857143,0,0,0,0,0,0
60.52380952,0,0,0,0,0,0
60.57142857,0,0,1,0,0,0
60.62378168,0,0,0,0,1,0
60.66666667,0,0,0,0,0,0
60.66666667,0,0,0,0,0,0
60.90549766,0,0,0,0,1,0
61.12206881,0,0,0,0,0,0
61.21613106,0,1,0,0,0,0
61.82825485,0,0,0,0,0,0
61.84625079,0,1,0,0,0,0
61.91160618,0,0,0,0,0,0
61.98347107,0,0,0,0,1,0
62.02844774,0,0,0,0,0,0
62.04761905,0,1,0,0,0,0
62.05533597,0,0,14,0,0,0
62.09126842,0,0,0,0,0,0
62.16066482,0,1,1,0,0,0
62.23459081,0,0,0,0,0,0
62.32686981,0,1,0,0,0,0
62.59432267,0,9,19,0,1,0
62.59432267,0,9,19,0,1,0
62.59432267,0,9,19,0,1,0
62.63025512,0,0,0,0,1,0
62.80991736,0,0,0,0,0,0
62.82548476,0,0,0,0,0,0
62.88178225,0,0,1,0,1,0
63.14162028,0,0,0,0,0,0
63.32409972,0,0,0,0,0,0
63.37950139,0,0,0,0,0,0
63.43022057,0,0,0,0,1,0
63.43490305,0,0,0,0,0,0
63.70822853,0,4,2,0,0,0
64.02016383,0,0,0,0,1,0
64.02380952,0,1,0,0,0,0
64.24070573,0,0,0,0,0,0
64.24721524,0,1,1,0,1,0
64.48753463,0,0,0,0,0,0
64.5952381,0,1,0,0,0,0
64.5952381,0,1,0,0,0,0
64.89399928,0,0,0,0,0,0
65.31190926,0,0,0,0,1,0
65.31855956,0,0,0,0,0,0
65.45238095,0,0,0,0,0,0
65.45238095,0,0,0,0,0,0
65.46943919,0,0,0,0,0,0
65.78571429,0,0,0,0,0,0
65.8008658,0,9,19,0,1,0
66.07142857,0,0,0,0,0,0
66.11904762,0,0,0,0,0,0
66.21428571,0,0,0,0,0,0
66.28859483,0,1,1,0,0,0
66.85890042,0,0,0,0,1,0
67.16666667,0,0,0,0,0,0
67.33740568,0,0,0,0,1,0
67.48113547,0,0,0,1,1,0
67.48113547,0,0,0,0,1,0
67.5900277,0,0,0,0,0,0
67.62486525,0,3,2,1,0,0
67.7386106,0,0,0,0,0,0
68.08864266,0,0,0,0,0,0
68.08864266,0,0,0,0,0,0
68.19978441,0,3,4,1,0,0
68.25484765,0,0,0,0,0,0
68.36565097,0,0,0,0,0,0
68.49401386,0,0,0,0,1,0
68.80886427,0,0,0,0,0,0
68.86426593,0,0,0,0,0,0
68.91843335,0,2,4,0,1,0
68.91966759,0,0,0,0,0,0
69.0,0,0,0,0,0,0
69.14127424,0,0,0,0,0,0
69.19047619,0,1,0,0,0,0
69.47368421,0,0,0,0,0,0
69.47368421,0,1,0,0,0,0
69.52928494,0,1,2,0,0,0
69.61904762,0,0,0,0,0,0
69.97229917,0,0,0,0,0,0
70.02770083,0,1,0,0,0,0
70.19171305,0,9,19,0,1,0
70.31539889,0,0,0,0,1,0
70.47619048,0,0,0,0,0,0
70.57142857,0,0,0,0,0,0
70.58171745,0,0,0,0,0,0
70.58171745,0,0,0,0,0,0
70.9047619,0,0,0,0,0,0
70.9047619,0,0,0,0,0,0
71.04761905,0,1,0,0,0,0
71.21810995,0,1,1,0,0,0
71.57142857,0,0,0,0,0,0
71.61904762,0,0,0,0,0,0
71.64929932,0,0,0,0,1,0
71.64929932,0,0,0,0,1,0
71.64929932,0,0,0,0,1,0
71.64929932,0,9,19,0,1,0
71.75709666,0,0,0,0,1,0
71.76190476,0,0,0,0,0,0
72.08048868,0,0,0,0,0,0
72.13296399,0,0,0,0,0,0
72.29608336,0,4,2,0,0,0
72.4757456,0,0,0,0,0,0
72.6242012,0,1,0,0,0,0
72.8531856,0,0,0,0,0,0
72.90858726,0,1,0,0,0,0
72.96398892,0,0,0,0,0,0
72.99936988,0,2,3,0,1,0
73.45238095,0,0,0,0,0,0
73.45238095,0,0,0,0,0,0
73.45238095,0,0,0,0,0,0
73.5952381,0,0,0,0,0,0
73.73961219,0,0,0,0,0,0
74.26190476,0,1,0,0,0,0
74.29362881,0,0,0,0,0,0
74.34423284,0,0,0,0,0,0
74.40443213,0,0,0,0,0,0
74.4047619,0,0,0,0,0,0
74.68144044,0,0,0,0,0,0
74.73684211,0,0,0,0,0,0
74.88095238,0,0,0,0,0,0
74.90304709,0,0,0,0,0,0
74.95844875,0,0,0,0,0,0
75.21428571,0,0,0,0,0,0
75.4047619,0,0,0,0,0,0
75.4047619,0,0,1,1,0,0
75.5,0,0,0,0,0,0
75.51984877,0,1,0,0,1,0
75.61327561,0,0,0,0,0,0
75.65450423,0,2,0,0,0,0
75.73809524,0,2,0,0,0,0
75.83333333,0,0,0,0,0,0
75.92526051,0,2,3,0,1,0
75.92526051,0,0,0,0,1,0
76.06679035,0,1,0,0,0,0
76.16666667,0,1,0,0,0,0
76.32051743,0,9,19,0,1,0
76.50017966,0,0,0,0,1,0
76.50017966,0,0,1,0,1,0
77.64782326,0,0,0,0,1,0
77.89473684,0,2,2,1,0,0
78.28254848,0,2,4,0,0,0
78.3933518,0,0,0,0,0,0
78.61495845,0,0,0,0,0,0
79.00277008,0,0,0,0,0,0
79.42857143,0,0,0,0,0,0
79.57142857,0,1,0,0,0,0
79.61904762,0,0,0,0,0,0
79.66666667,0,0,0,0,0,0
79.66759003,0,0,0,0,0,0
79.83379501,0,1,0,0,0,0
79.95238095,0,0,3,0,0,0
80.60941828,0,0,0,0,0,0
81.0952381,0,0,0,0,0,0
81.0952381,0,0,0,0,0,0
81.24326267,0,0,0,0,1,0
83.80592313,0,0,0,0,0,0
84.07142857,0,0,0,0,0,0
84.70914127,0,0,0,0,0,0
84.83333333,0,0,0,0,0,0
84.92857143,0,2,0,0,0,0
86.21428571,0,0,0,0,0,0
90.0952381,0,0,0,0,0,0
95.45238095,0,0,0,0,0,0
100.0,1,69,82,1,1,1
100.0,1,18,41,0,1,1
100.0,1,17,1,1,1,1
100.0,0,20,11,0,1,1
100.0,1,12,17,0,1,1
100.0,1,4,28,1,1,1
100.0,0,21,2,1,1,1
100.0,0,4,7,0,1,1
100.0,1,16,20,0,1,1
100.0,1,39,16,0,1,1
100.0,1,35,142,1,1,1
100.0,1,12,2,1,1,1
100.0,1,6,21,1,1,1
100.0,0,16,12,1,1,1
100.0,1,23,43,0,1,1
100.0,1,38,37,1,1,1
100.0,1,1,2,0,1,1
100.0,1,11,23,1,1,1
100.0,0,3,3,1,1,1
100.0,1,15,19,1,1,1
100.0,1,3,494,0,1,1
100.0,1,28,37,0,1,1
100.0,1,41,10,0,1,1
100.0,1,27,13,1,1,1
100.0,1,9,48,1,1,1
100.0,1,14,29,0,1,1
100.0,1,14,24,1,1,1
100.0,1,38,21,0,1,1
100.0,0,30,22,1,1,1
100.0,0,14,3,1,1,1
100.0,1,20,71,1,1,1
100.0,1,17,166,1,1,1
100.0,1,5,18,1,1,1
100.0,0,13,15,1,1,1
100.0,0,4,1,0,1,1
100.0,1,16,6,1,1,1
100.0,1,4,7,0,1,1
100.0,1,11,22,0,1,1
100.0,1,18,26,1,1,1
100.0,1,5,4,0,1,1
100.0,1,16,41,1,1,1
100.0,0,19,4,0,1,1
100.0,1,13,43,0,1,1
100.0,0,3,0,1,1,1
100.0,0,15,10,0,1,1
100.0,1,14,26,1,1,1
100.0,0,4,0,1,1,1
100.0,1,3,70,1,1,1
100.0,0,1,5,1,1,1
100.0,1,6,105,0,1,1
100.0,1,9,35,1,1,1
100.0,1,14,11,1,1,1
100.0,1,11,12,1,1,1
100.0,0,77,26,0,1,1
100.0,1,31,24,1,1,1
100.0,1,22,26,1,1,1
100.0,1,6,38,1,1,1
100.0,1,14,34,1,1,1
100.0,1,25,23,1,1,1
100.0,1,24,28,0,1,1
100.0,1,18,10,1,1,1
100.0,1,25,79,0,1,1
100.0,1,26,91,0,1,1
100.0,1,3,15,1,1,1
100.0,0,2,30,1,1,1
100.0,1,10,14,1,1,1
100.0,0,3,8,0,1,1
100.0,0,3,5,1,1,1
100.0,0,7,1,0,1,1
100.0,0,0,0,0,0,0
100.0,1,6,18,0,1,1
100.0,1,20,14,1,1,1
100.0,1,5,94,1,1,1
100.0,0,21,7,1,1,1
100.0,1,14,24,1,1,1
100.0,1,36,77,1,1,1
100.0,1,11,58,1,1,1
100.0,1,15,40,1,1,1
100.0,1,19,17,1,1,1
100.0,1,13,21,1,1,1
100.0,1,34,36,1,1,1
100.0,1,7,18,1,1,1
100.0,1,16,38,1,1,1
100.0,1,15,28,0,1,1
100.0,1,10,21,0,1,1
100.0,0,17,1,0,1,1
100.0,1,11,12,0,1,1
100.0,1,23,19,1,1,1
100.0,1,39,662,1,1,1
100.0,1,20,61,1,1,1
100.0,1,1,20,1,1,1
100.0,1,1,18,0,1,1
100.0,1,9,49,0,1,1
100.0,1,10,23,1,1,1
100.0,0,6,1,1,1,1
100.0,1,19,22,1,1,1
100.0,1,6,93,1,1,1
100.0,0,5,7,1,1,1
100.0,0,0,0,0,0,0
100.0,1,33,9,1,1,1
100.0,1,41,42,1,1,1
100.0,0,2,24,1,1,1
100.0,0,4,20,1,1,1
100.0,1,51,65,1,1,1
100.0,1,2,217,0,1,1
100.0,0,34,41,0,1,1
100.0,1,39,36,1,1,1
100.0,1,8,47,0,1,1
100.0,1,10,93,1,1,1
100.0,1,22,93,1,1,1
100.0,1,26,90,1,1,1
100.0,0,15,38,1,1,1
100.0,1,49,70,1,1,1
100.0,1,4,20,1,1,1
100.0,0,22,23,1,1,1
100.0,1,16,10,0,1,1
100.0,0,4,84,1,1,1
100.0,1,18,25,1,1,1
100.0,1,27,16,1,1,1
100.0,1,11,68,1,1,1
100.0,1,12,13,1,1,1
100.0,1,15,63,1,1,1
100.0,0,20,6,1,1,1
100.0,0,1,6,1,1,1
100.0,1,10,13,0,1,1
100.0,1,7,81,1,1,1
100.0,1,22,15,1,1,1
100.0,1,30,112,1,1,1
100.0,1,56,15,1,1,1
100.0,1,6,31,1,1,1
100.0,1,2,12,1,1,1
100.0,1,29,26,1,1,1
100.0,1,46,75,1,1,1
100.0,1,49,39,1,1,1
100.0,0,10,14,1,1,1
100.0,1,17,2,1,1,1
100.0,1,12,7,0,1,1
100.0,1,24,41,0,1,1
100.0,1,10,39,1,1,1
100.0,1,11,27,0,1,1
100.0,1,9,13,1,1,1
100.0,1,6,14,1,1,1
100.0,1,21,49,1,1,1
100.0,1,16,14,1,1,1
100.0,1,2,41,0,1,1
100.0,1,9,16,1,1,1
100.0,1,17,33,0,1,1
100.0,1,9,27,1,1,1
100.0,1,19,57,1,1,1
100.0,1,9,26,0,1,1
100.0,0,1,27,1,1,1
100.0,0,1,121,1,1,1
100.0,1,8,21,1,1,1
100.0,1,36,198,1,1,1
100.0,1,38,19,1,1,1
100.0,1,1,18,1,1,1
100.0,1,15,3,1,1,1
100.0,1,9,41,1,1,1
100.0,1,30,51,1,1,1
100.0,1,50,33,1,1,1
100.0,0,3,38,1,1,1
100.0,1,1,20,1,1,1
100.0,1,19,55,0,1,1
100.0,0,11,12,1,1,1
100.0,1,15,10,1,1,1
100.0,0,10,25,0,1,1
100.0,1,44,134,1,1,1
100.0,1,13,22,1,1,1
100.0,0,15,6,1,1,1
100.0,1,14,13,1,1,1
100.0,1,26,217,1,1,1
100.0,1,28,15,1,1,1
100.0,1,22,39,0,1,1
100.0,1,6,45,1,1,1
100.0,1,22,157,1,1,1
100.0,1,8,433,1,1,1
100.0,1,21,46,1,1,1
100.0,1,23,78,1,1,1
100.0,1,10,30,1,1,1
100.0,0,10,53,1,1,1
100.0,1,48,8,0,1,1
100.0,1,19,1,1,1,1
100.0,0,5,11,1,1,1
100.0,1,22,2,1,1,1
100.0,1,22,14,0,1,1
100.0,0,9,15,0,1,1
100.0,1,6,41,1,1,1
100.0,1,8,20,1,1,1
100.0,1,6,13,1,1,1
100.0,1,46,32,1,1,1
100.0,1,9,111,1,1,1
100.0,1,22,34,0,1,1
100.0,1,19,33,0,1,1
100.0,1,15,16,1,1,1
100.0,1,8,98,1,1,1
100.0,1,36,70,0,1,1
